;Concurso;bola_id;bola_num_sort
12497;834;Bola11;19.0
12498;834;Bola12;20.0
12499;834;Bola13;21.0
12500;834;Bola14;22.0
12501;834;Bola15;23.0
12502;834;Bola2;4.0
12503;834;Bola3;7.0
12504;834;Bola4;8.0
12505;834;Bola5;9.0
12506;834;Bola6;10.0
12507;834;Bola7;11.0
12508;834;Bola8;14.0
12509;834;Bola9;16.0
12510;835;Bola1;1.0
12511;835;Bola10;17.0
12512;835;Bola11;18.0
12513;835;Bola12;19.0
12514;835;Bola13;21.0
12515;835;Bola14;24.0
12516;835;Bola15;25.0
12517;835;Bola2;2.0
12518;835;Bola3;4.0
12519;835;Bola4;6.0
12520;835;Bola5;8.0
12521;835;Bola6;12.0
12522;835;Bola7;14.0
12523;835;Bola8;15.0
12524;835;Bola9;16.0
12525;836;Bola1;2.0
12526;836;Bola10;16.0
12527;836;Bola11;18.0
12528;836;Bola12;20.0
12529;836;Bola13;21.0
12530;836;Bola14;22.0
12531;836;Bola15;25.0
12532;836;Bola2;4.0
12533;836;Bola3;7.0
12534;836;Bola4;8.0
12535;836;Bola5;9.0
12536;836;Bola6;10.0
12537;836;Bola7;12.0
12538;836;Bola8;14.0
12539;836;Bola9;15.0
12540;837;Bola1;1.0
12541;837;Bola10;15.0
12542;837;Bola11;16.0
12543;837;Bola12;18.0
12544;837;Bola13;20.0
12545;837;Bola14;22.0
12546;837;Bola15;24.0
12547;837;Bola2;3.0
12548;837;Bola3;7.0
12549;837;Bola4;8.0
12550;837;Bola5;10.0
12551;837;Bola6;11.0
12552;837;Bola7;12.0
12553;837;Bola8;13.0
12554;837;Bola9;14.0
12555;838;Bola1;2.0
12556;838;Bola10;16.0
12557;838;Bola11;18.0
12558;838;Bola12;20.0
12559;838;Bola13;21.0
12560;838;Bola14;23.0
12561;838;Bola15;24.0
12562;838;Bola2;4.0
12563;838;Bola3;5.0
12564;838;Bola4;7.0
12565;838;Bola5;9.0
12566;838;Bola6;10.0
12567;838;Bola7;11.0
12568;838;Bola8;14.0
12569;838;Bola9;15.0
12570;839;Bola1;2.0
12571;839;Bola10;17.0
12572;839;Bola11;19.0
12573;839;Bola12;21.0
12574;839;Bola13;22.0
12575;839;Bola14;24.0
12576;839;Bola15;25.0
12577;839;Bola2;3.0
12578;839;Bola3;4.0
12579;839;Bola4;6.0
12580;839;Bola5;7.0
12581;839;Bola6;8.0
12582;839;Bola7;13.0
12583;839;Bola8;14.0
12584;839;Bola9;16.0
12585;840;Bola1;2.0
12586;840;Bola10;19.0
12587;840;Bola11;20.0
12588;840;Bola12;21.0
12589;840;Bola13;22.0
12590;840;Bola14;23.0
12591;840;Bola15;25.0
12592;840;Bola2;4.0
12593;840;Bola3;6.0
12594;840;Bola4;9.0
12595;840;Bola5;11.0
12596;840;Bola6;12.0
12597;840;Bola7;13.0
12598;840;Bola8;17.0
12599;840;Bola9;18.0
12600;841;Bola1;1.0
12601;841;Bola10;15.0
12602;841;Bola11;16.0
12603;841;Bola12;17.0
12604;841;Bola13;20.0
12605;841;Bola14;21.0
12606;841;Bola15;24.0
12607;841;Bola2;3.0
12608;841;Bola3;5.0
12609;841;Bola4;6.0
12610;841;Bola5;8.0
12611;841;Bola6;10.0
12612;841;Bola7;12.0
12613;841;Bola8;13.0
12614;841;Bola9;14.0
12615;842;Bola1;3.0
12616;842;Bola10;18.0
12617;842;Bola11;19.0
12618;842;Bola12;20.0
12619;842;Bola13;21.0
12620;842;Bola14;22.0
12621;842;Bola15;24.0
12622;842;Bola2;4.0
12623;842;Bola3;5.0
12624;842;Bola4;7.0
12625;842;Bola5;10.0
12626;842;Bola6;11.0
12627;842;Bola7;13.0
12628;842;Bola8;14.0
12629;842;Bola9;15.0
12630;843;Bola1;3.0
12631;843;Bola10;17.0
12632;843;Bola11;19.0
12633;843;Bola12;20.0
12634;843;Bola13;21.0
12635;843;Bola14;22.0
12636;843;Bola15;24.0
12637;843;Bola2;4.0
12638;843;Bola3;7.0
12639;843;Bola4;8.0
12640;843;Bola5;11.0
12641;843;Bola6;12.0
12642;843;Bola7;13.0
12643;843;Bola8;15.0
12644;843;Bola9;16.0
12645;844;Bola1;1.0
12646;844;Bola10;16.0
12647;844;Bola11;17.0
12648;844;Bola12;19.0
12649;844;Bola13;22.0
12650;844;Bola14;24.0
12651;844;Bola15;25.0
12652;844;Bola2;3.0
12653;844;Bola3;5.0
12654;844;Bola4;7.0
12655;844;Bola5;8.0
12656;844;Bola6;9.0
12657;844;Bola7;10.0
12658;844;Bola8;12.0
12659;844;Bola9;15.0
12660;845;Bola1;2.0
12661;845;Bola10;19.0
12662;845;Bola11;21.0
12663;845;Bola12;22.0
12664;845;Bola13;23.0
12665;845;Bola14;24.0
12666;845;Bola15;25.0
12667;845;Bola2;4.0
12668;845;Bola3;6.0
12669;845;Bola4;7.0
12670;845;Bola5;11.0
12671;845;Bola6;12.0
12672;845;Bola7;14.0
12673;845;Bola8;16.0
12674;845;Bola9;18.0
12675;846;Bola1;1.0
12676;846;Bola10;19.0
12677;846;Bola11;20.0
12678;846;Bola12;21.0
12679;846;Bola13;23.0
12680;846;Bola14;24.0
12681;846;Bola15;25.0
12682;846;Bola2;4.0
12683;846;Bola3;6.0
12684;846;Bola4;9.0
12685;846;Bola5;10.0
12686;846;Bola6;11.0
12687;846;Bola7;13.0
12688;846;Bola8;14.0
12689;846;Bola9;15.0
12690;847;Bola1;1.0
12691;847;Bola10;14.0
12692;847;Bola11;17.0
12693;847;Bola12;18.0
12694;847;Bola13;20.0
12695;847;Bola14;21.0
12696;847;Bola15;25.0
12697;847;Bola2;3.0
12698;847;Bola3;5.0
12699;847;Bola4;6.0
12700;847;Bola5;7.0
12701;847;Bola6;9.0
12702;847;Bola7;10.0
12703;847;Bola8;11.0
12704;847;Bola9;13.0
12705;848;Bola1;2.0
12706;848;Bola10;18.0
12707;848;Bola11;19.0
12708;848;Bola12;21.0
12709;848;Bola13;23.0
12710;848;Bola14;24.0
12711;848;Bola15;25.0
12712;848;Bola2;3.0
12713;848;Bola3;5.0
12714;848;Bola4;8.0
12715;848;Bola5;9.0
12716;848;Bola6;13.0
12717;848;Bola7;14.0
12718;848;Bola8;16.0
12719;848;Bola9;17.0
12720;849;Bola1;1.0
12721;849;Bola10;17.0
12722;849;Bola11;18.0
12723;849;Bola12;20.0
12724;849;Bola13;23.0
12725;849;Bola14;24.0
12726;849;Bola15;25.0
12727;849;Bola2;4.0
12728;849;Bola3;5.0
12729;849;Bola4;10.0
12730;849;Bola5;12.0
12731;849;Bola6;13.0
12732;849;Bola7;14.0
12733;849;Bola8;15.0
12734;849;Bola9;16.0
12735;850;Bola1;2.0
12736;850;Bola10;19.0
12737;850;Bola11;20.0
12738;850;Bola12;21.0
12739;850;Bola13;22.0
12740;850;Bola14;23.0
12741;850;Bola15;24.0
12742;850;Bola2;3.0
12743;850;Bola3;5.0
12744;850;Bola4;7.0
12745;850;Bola5;8.0
12746;850;Bola6;10.0
12747;850;Bola7;13.0
12748;850;Bola8;14.0
12749;850;Bola9;18.0
12750;851;Bola1;1.0
12751;851;Bola10;17.0
12752;851;Bola11;18.0
12753;851;Bola12;19.0
12754;851;Bola13;20.0
12755;851;Bola14;22.0
12756;851;Bola15;24.0
12757;851;Bola2;4.0
12758;851;Bola3;5.0
12759;851;Bola4;6.0
12760;851;Bola5;7.0
12761;851;Bola6;10.0
12762;851;Bola7;13.0
12763;851;Bola8;14.0
12764;851;Bola9;15.0
12765;852;Bola1;1.0
12766;852;Bola10;18.0
12767;852;Bola11;20.0
12768;852;Bola12;21.0
12769;852;Bola13;23.0
12770;852;Bola14;24.0
12771;852;Bola15;25.0
12772;852;Bola2;2.0
12773;852;Bola3;3.0
12774;852;Bola4;4.0
12775;852;Bola5;5.0
12776;852;Bola6;8.0
12777;852;Bola7;11.0
12778;852;Bola8;12.0
12779;852;Bola9;16.0
12780;853;Bola1;2.0
12781;853;Bola10;18.0
12782;853;Bola11;19.0
12783;853;Bola12;20.0
12784;853;Bola13;21.0
12785;853;Bola14;22.0
12786;853;Bola15;23.0
12787;853;Bola2;3.0
12788;853;Bola3;5.0
12789;853;Bola4;6.0
12790;853;Bola5;8.0
12791;853;Bola6;9.0
12792;853;Bola7;11.0
12793;853;Bola8;12.0
12794;853;Bola9;17.0
12795;854;Bola1;1.0
12796;854;Bola10;15.0
12797;854;Bola11;17.0
12798;854;Bola12;18.0
12799;854;Bola13;20.0
12800;854;Bola14;21.0
12801;854;Bola15;22.0
12802;854;Bola2;2.0
12803;854;Bola3;3.0
12804;854;Bola4;5.0
12805;854;Bola5;8.0
12806;854;Bola6;9.0
12807;854;Bola7;10.0
12808;854;Bola8;13.0
12809;854;Bola9;14.0
12810;855;Bola1;1.0
12811;855;Bola10;15.0
12812;855;Bola11;17.0
12813;855;Bola12;18.0
12814;855;Bola13;23.0
12815;855;Bola14;24.0
12816;855;Bola15;25.0
12817;855;Bola2;3.0
12818;855;Bola3;4.0
12819;855;Bola4;8.0
12820;855;Bola5;9.0
12821;855;Bola6;10.0
12822;855;Bola7;11.0
12823;855;Bola8;13.0
12824;855;Bola9;14.0
12825;856;Bola1;2.0
12826;856;Bola10;16.0
12827;856;Bola11;19.0
12828;856;Bola12;20.0
12829;856;Bola13;22.0
12830;856;Bola14;23.0
12831;856;Bola15;25.0
12832;856;Bola2;3.0
12833;856;Bola3;7.0
12834;856;Bola4;8.0
12835;856;Bola5;9.0
12836;856;Bola6;11.0
12837;856;Bola7;12.0
12838;856;Bola8;13.0
12839;856;Bola9;15.0
12840;857;Bola1;1.0
12841;857;Bola10;16.0
12842;857;Bola11;18.0
12843;857;Bola12;19.0
12844;857;Bola13;20.0
12845;857;Bola14;21.0
12846;857;Bola15;24.0
12847;857;Bola2;3.0
12848;857;Bola3;4.0
12849;857;Bola4;6.0
12850;857;Bola5;8.0
12851;857;Bola6;11.0
12852;857;Bola7;13.0
12853;857;Bola8;14.0
12854;857;Bola9;15.0
12855;858;Bola1;1.0
12856;858;Bola10;17.0
12857;858;Bola11;19.0
12858;858;Bola12;20.0
12859;858;Bola13;22.0
12860;858;Bola14;23.0
12861;858;Bola15;25.0
12862;858;Bola2;3.0
12863;858;Bola3;4.0
12864;858;Bola4;5.0
12865;858;Bola5;6.0
12866;858;Bola6;8.0
12867;858;Bola7;9.0
12868;858;Bola8;11.0
12869;858;Bola9;12.0
12870;859;Bola1;1.0
12871;859;Bola10;13.0
12872;859;Bola11;14.0
12873;859;Bola12;17.0
12874;859;Bola13;18.0
12875;859;Bola14;19.0
12876;859;Bola15;20.0
12877;859;Bola2;2.0
12878;859;Bola3;3.0
12879;859;Bola4;4.0
12880;859;Bola5;5.0
12881;859;Bola6;6.0
12882;859;Bola7;9.0
12883;859;Bola8;10.0
12884;859;Bola9;11.0
12885;860;Bola1;3.0
12886;860;Bola10;15.0
12887;860;Bola11;16.0
12888;860;Bola12;19.0
12889;860;Bola13;22.0
12890;860;Bola14;24.0
12891;860;Bola15;25.0
12892;860;Bola2;4.0
12893;860;Bola3;5.0
12894;860;Bola4;6.0
12895;860;Bola5;7.0
12896;860;Bola6;9.0
12897;860;Bola7;10.0
12898;860;Bola8;13.0
12899;860;Bola9;14.0
12900;861;Bola1;1.0
12901;861;Bola10;14.0
12902;861;Bola11;15.0
12903;861;Bola12;17.0
12904;861;Bola13;19.0
12905;861;Bola14;22.0
12906;861;Bola15;23.0
12907;861;Bola2;2.0
12908;861;Bola3;3.0
12909;861;Bola4;4.0
12910;861;Bola5;6.0
12911;861;Bola6;7.0
12912;861;Bola7;9.0
12913;861;Bola8;10.0
12914;861;Bola9;11.0
12915;862;Bola1;1.0
12916;862;Bola10;17.0
12917;862;Bola11;18.0
12918;862;Bola12;19.0
12919;862;Bola13;20.0
12920;862;Bola14;23.0
12921;862;Bola15;24.0
12922;862;Bola2;2.0
12923;862;Bola3;3.0
12924;862;Bola4;4.0
12925;862;Bola5;5.0
12926;862;Bola6;10.0
12927;862;Bola7;13.0
12928;862;Bola8;14.0
12929;862;Bola9;15.0
12930;863;Bola1;1.0
12931;863;Bola10;18.0
12932;863;Bola11;19.0
12933;863;Bola12;22.0
12934;863;Bola13;23.0
12935;863;Bola14;24.0
12936;863;Bola15;25.0
12937;863;Bola2;3.0
12938;863;Bola3;4.0
12939;863;Bola4;7.0
12940;863;Bola5;8.0
12941;863;Bola6;13.0
12942;863;Bola7;15.0
12943;863;Bola8;16.0
12944;863;Bola9;17.0
12945;864;Bola1;3.0
12946;864;Bola10;18.0
12947;864;Bola11;19.0
12948;864;Bola12;21.0
12949;864;Bola13;22.0
12950;864;Bola14;23.0
12951;864;Bola15;24.0
12952;864;Bola2;6.0
12953;864;Bola3;8.0
12954;864;Bola4;10.0
12955;864;Bola5;12.0
12956;864;Bola6;13.0
12957;864;Bola7;15.0
12958;864;Bola8;16.0
12959;864;Bola9;17.0
12960;865;Bola1;1.0
12961;865;Bola10;19.0
12962;865;Bola11;20.0
12963;865;Bola12;21.0
12964;865;Bola13;22.0
12965;865;Bola14;23.0
12966;865;Bola15;25.0
12967;865;Bola2;3.0
12968;865;Bola3;4.0
12969;865;Bola4;5.0
12970;865;Bola5;6.0
12971;865;Bola6;7.0
12972;865;Bola7;10.0
12973;865;Bola8;13.0
12974;865;Bola9;18.0
12975;866;Bola1;1.0
12976;866;Bola10;13.0
12977;866;Bola11;14.0
12978;866;Bola12;18.0
12979;866;Bola13;20.0
12980;866;Bola14;23.0
12981;866;Bola15;24.0
12982;866;Bola2;2.0
12983;866;Bola3;3.0
12984;866;Bola4;5.0
12985;866;Bola5;7.0
12986;866;Bola6;8.0
12987;866;Bola7;9.0
12988;866;Bola8;10.0
12989;866;Bola9;11.0
12990;867;Bola1;2.0
12991;867;Bola10;13.0
12992;867;Bola11;14.0
12993;867;Bola12;15.0
12994;867;Bola13;21.0
12995;867;Bola14;22.0
12996;867;Bola15;25.0
12997;867;Bola2;3.0
12998;867;Bola3;4.0
12999;867;Bola4;5.0
13000;867;Bola5;6.0
13001;867;Bola6;7.0
13002;867;Bola7;8.0
13003;867;Bola8;10.0
13004;867;Bola9;12.0
13005;868;Bola1;1.0
13006;868;Bola10;16.0
13007;868;Bola11;17.0
13008;868;Bola12;19.0
13009;868;Bola13;21.0
13010;868;Bola14;22.0
13011;868;Bola15;24.0
13012;868;Bola2;2.0
13013;868;Bola3;3.0
13014;868;Bola4;8.0
13015;868;Bola5;9.0
13016;868;Bola6;10.0
13017;868;Bola7;12.0
13018;868;Bola8;13.0
13019;868;Bola9;14.0
13020;869;Bola1;1.0
13021;869;Bola10;20.0
13022;869;Bola11;21.0
13023;869;Bola12;22.0
13024;869;Bola13;23.0
13025;869;Bola14;24.0
13026;869;Bola15;25.0
13027;869;Bola2;3.0
13028;869;Bola3;6.0
13029;869;Bola4;9.0
13030;869;Bola5;10.0
13031;869;Bola6;11.0
13032;869;Bola7;12.0
13033;869;Bola8;14.0
13034;869;Bola9;18.0
13035;870;Bola1;1.0
13036;870;Bola10;13.0
13037;870;Bola11;14.0
13038;870;Bola12;16.0
13039;870;Bola13;17.0
13040;870;Bola14;18.0
13041;870;Bola15;23.0
13042;870;Bola2;2.0
13043;870;Bola3;4.0
13044;870;Bola4;5.0
13045;870;Bola5;6.0
13046;870;Bola6;7.0
13047;870;Bola7;8.0
13048;870;Bola8;10.0
13049;870;Bola9;12.0
13050;871;Bola1;2.0
13051;871;Bola10;15.0
13052;871;Bola11;17.0
13053;871;Bola12;19.0
13054;871;Bola13;22.0
13055;871;Bola14;23.0
13056;871;Bola15;24.0
13057;871;Bola2;4.0
13058;871;Bola3;6.0
13059;871;Bola4;8.0
13060;871;Bola5;9.0
13061;871;Bola6;10.0
13062;871;Bola7;12.0
13063;871;Bola8;13.0
13064;871;Bola9;14.0
13065;872;Bola1;1.0
13066;872;Bola10;13.0
13067;872;Bola11;14.0
13068;872;Bola12;17.0
13069;872;Bola13;18.0
13070;872;Bola14;22.0
13071;872;Bola15;23.0
13072;872;Bola2;2.0
13073;872;Bola3;4.0
13074;872;Bola4;5.0
13075;872;Bola5;6.0
13076;872;Bola6;7.0
13077;872;Bola7;9.0
13078;872;Bola8;10.0
13079;872;Bola9;12.0
13080;873;Bola1;2.0
13081;873;Bola10;14.0
13082;873;Bola11;15.0
13083;873;Bola12;17.0
13084;873;Bola13;18.0
13085;873;Bola14;22.0
13086;873;Bola15;25.0
13087;873;Bola2;3.0
13088;873;Bola3;6.0
13089;873;Bola4;7.0
13090;873;Bola5;8.0
13091;873;Bola6;9.0
13092;873;Bola7;11.0
13093;873;Bola8;12.0
13094;873;Bola9;13.0
13095;874;Bola1;1.0
13096;874;Bola10;16.0
13097;874;Bola11;19.0
13098;874;Bola12;20.0
13099;874;Bola13;21.0
13100;874;Bola14;23.0
13101;874;Bola15;25.0
13102;874;Bola2;2.0
13103;874;Bola3;4.0
13104;874;Bola4;5.0
13105;874;Bola5;6.0
13106;874;Bola6;7.0
13107;874;Bola7;8.0
13108;874;Bola8;9.0
13109;874;Bola9;10.0
13110;875;Bola1;2.0
13111;875;Bola10;18.0
13112;875;Bola11;21.0
13113;875;Bola12;22.0
13114;875;Bola13;23.0
13115;875;Bola14;24.0
13116;875;Bola15;25.0
13117;875;Bola2;4.0
13118;875;Bola3;6.0
13119;875;Bola4;8.0
13120;875;Bola5;9.0
13121;875;Bola6;10.0
13122;875;Bola7;12.0
13123;875;Bola8;13.0
13124;875;Bola9;15.0
13125;876;Bola1;3.0
13126;876;Bola10;18.0
13127;876;Bola11;20.0
13128;876;Bola12;21.0
13129;876;Bola13;23.0
13130;876;Bola14;24.0
13131;876;Bola15;25.0
13132;876;Bola2;5.0
13133;876;Bola3;6.0
13134;876;Bola4;7.0
13135;876;Bola5;9.0
13136;876;Bola6;12.0
13137;876;Bola7;13.0
13138;876;Bola8;14.0
13139;876;Bola9;16.0
13140;877;Bola1;3.0
13141;877;Bola10;16.0
13142;877;Bola11;18.0
13143;877;Bola12;19.0
13144;877;Bola13;21.0
13145;877;Bola14;23.0
13146;877;Bola15;25.0
13147;877;Bola2;7.0
13148;877;Bola3;8.0
13149;877;Bola4;9.0
13150;877;Bola5;10.0
13151;877;Bola6;11.0
13152;877;Bola7;13.0
13153;877;Bola8;14.0
13154;877;Bola9;15.0
13155;878;Bola1;1.0
13156;878;Bola10;14.0
13157;878;Bola11;16.0
13158;878;Bola12;19.0
13159;878;Bola13;22.0
13160;878;Bola14;23.0
13161;878;Bola15;25.0
13162;878;Bola2;2.0
13163;878;Bola3;3.0
13164;878;Bola4;5.0
13165;878;Bola5;6.0
13166;878;Bola6;7.0
13167;878;Bola7;10.0
13168;878;Bola8;12.0
13169;878;Bola9;13.0
13170;879;Bola1;2.0
13171;879;Bola10;16.0
13172;879;Bola11;18.0
13173;879;Bola12;21.0
13174;879;Bola13;22.0
13175;879;Bola14;24.0
13176;879;Bola15;25.0
13177;879;Bola2;3.0
13178;879;Bola3;4.0
13179;879;Bola4;7.0
13180;879;Bola5;9.0
13181;879;Bola6;10.0
13182;879;Bola7;12.0
13183;879;Bola8;13.0
13184;879;Bola9;15.0
13185;880;Bola1;2.0
13186;880;Bola10;19.0
13187;880;Bola11;21.0
13188;880;Bola12;22.0
13189;880;Bola13;23.0
13190;880;Bola14;24.0
13191;880;Bola15;25.0
13192;880;Bola2;5.0
13193;880;Bola3;6.0
13194;880;Bola4;7.0
13195;880;Bola5;8.0
13196;880;Bola6;10.0
13197;880;Bola7;14.0
13198;880;Bola8;16.0
13199;880;Bola9;18.0
13200;881;Bola1;1.0
13201;881;Bola10;16.0
13202;881;Bola11;19.0
13203;881;Bola12;20.0
13204;881;Bola13;21.0
13205;881;Bola14;22.0
13206;881;Bola15;23.0
13207;881;Bola2;3.0
13208;881;Bola3;4.0
13209;881;Bola4;5.0
13210;881;Bola5;6.0
13211;881;Bola6;7.0
13212;881;Bola7;8.0
13213;881;Bola8;9.0
13214;881;Bola9;15.0
13215;882;Bola1;1.0
13216;882;Bola10;17.0
13217;882;Bola11;18.0
13218;882;Bola12;19.0
13219;882;Bola13;22.0
13220;882;Bola14;24.0
13221;882;Bola15;25.0
13222;882;Bola2;2.0
13223;882;Bola3;7.0
13224;882;Bola4;8.0
13225;882;Bola5;10.0
13226;882;Bola6;11.0
13227;882;Bola7;12.0
13228;882;Bola8;13.0
13229;882;Bola9;14.0
13230;883;Bola1;3.0
13231;883;Bola10;17.0
13232;883;Bola11;18.0
13233;883;Bola12;19.0
13234;883;Bola13;21.0
13235;883;Bola14;22.0
13236;883;Bola15;25.0
13237;883;Bola2;5.0
13238;883;Bola3;6.0
13239;883;Bola4;7.0
13240;883;Bola5;8.0
13241;883;Bola6;9.0
13242;883;Bola7;10.0
13243;883;Bola8;12.0
13244;883;Bola9;16.0
13245;884;Bola1;1.0
13246;884;Bola10;17.0
13247;884;Bola11;18.0
13248;884;Bola12;19.0
13249;884;Bola13;20.0
13250;884;Bola14;21.0
13251;884;Bola15;25.0
13252;884;Bola2;4.0
13253;884;Bola3;7.0
13254;884;Bola4;8.0
13255;884;Bola5;9.0
13256;884;Bola6;10.0
13257;884;Bola7;12.0
13258;884;Bola8;13.0
13259;884;Bola9;15.0
13260;885;Bola1;2.0
13261;885;Bola10;17.0
13262;885;Bola11;18.0
13263;885;Bola12;19.0
13264;885;Bola13;22.0
13265;885;Bola14;23.0
13266;885;Bola15;24.0
13267;885;Bola2;5.0
13268;885;Bola3;7.0
13269;885;Bola4;8.0
13270;885;Bola5;9.0
13271;885;Bola6;11.0
13272;885;Bola7;12.0
13273;885;Bola8;15.0
13274;885;Bola9;16.0
13275;886;Bola1;1.0
13276;886;Bola10;15.0
13277;886;Bola11;16.0
13278;886;Bola12;17.0
13279;886;Bola13;20.0
13280;886;Bola14;21.0
13281;886;Bola15;23.0
13282;886;Bola2;3.0
13283;886;Bola3;4.0
13284;886;Bola4;7.0
13285;886;Bola5;8.0
13286;886;Bola6;10.0
13287;886;Bola7;11.0
13288;886;Bola8;12.0
13289;886;Bola9;13.0
13290;887;Bola1;1.0
13291;887;Bola10;19.0
13292;887;Bola11;20.0
13293;887;Bola12;21.0
13294;887;Bola13;23.0
13295;887;Bola14;24.0
13296;887;Bola15;25.0
13297;887;Bola2;6.0
13298;887;Bola3;8.0
13299;887;Bola4;10.0
13300;887;Bola5;11.0
13301;887;Bola6;12.0
13302;887;Bola7;15.0
13303;887;Bola8;17.0
13304;887;Bola9;18.0
13305;888;Bola1;1.0
13306;888;Bola10;18.0
13307;888;Bola11;19.0
13308;888;Bola12;20.0
13309;888;Bola13;21.0
13310;888;Bola14;22.0
13311;888;Bola15;24.0
13312;888;Bola2;3.0
13313;888;Bola3;6.0
13314;888;Bola4;11.0
13315;888;Bola5;12.0
13316;888;Bola6;13.0
13317;888;Bola7;14.0
13318;888;Bola8;16.0
13319;888;Bola9;17.0
13320;889;Bola1;2.0
13321;889;Bola10;16.0
13322;889;Bola11;18.0
13323;889;Bola12;19.0
13324;889;Bola13;21.0
13325;889;Bola14;22.0
13326;889;Bola15;25.0
13327;889;Bola2;4.0
13328;889;Bola3;5.0
13329;889;Bola4;6.0
13330;889;Bola5;7.0
13331;889;Bola6;9.0
13332;889;Bola7;11.0
13333;889;Bola8;12.0
13334;889;Bola9;13.0
13335;890;Bola1;1.0
13336;890;Bola10;16.0
13337;890;Bola11;17.0
13338;890;Bola12;18.0
13339;890;Bola13;19.0
13340;890;Bola14;23.0
13341;890;Bola15;24.0
13342;890;Bola2;2.0
13343;890;Bola3;3.0
13344;890;Bola4;4.0
13345;890;Bola5;5.0
13346;890;Bola6;6.0
13347;890;Bola7;7.0
13348;890;Bola8;8.0
13349;890;Bola9;11.0
13350;891;Bola1;1.0
13351;891;Bola10;17.0
13352;891;Bola11;19.0
13353;891;Bola12;21.0
13354;891;Bola13;23.0
13355;891;Bola14;24.0
13356;891;Bola15;25.0
13357;891;Bola2;5.0
13358;891;Bola3;6.0
13359;891;Bola4;7.0
13360;891;Bola5;8.0
13361;891;Bola6;12.0
13362;891;Bola7;14.0
13363;891;Bola8;15.0
13364;891;Bola9;16.0
13365;892;Bola1;1.0
13366;892;Bola10;17.0
13367;892;Bola11;19.0
13368;892;Bola12;20.0
13369;892;Bola13;21.0
13370;892;Bola14;22.0
13371;892;Bola15;24.0
13372;892;Bola2;2.0
13373;892;Bola3;3.0
13374;892;Bola4;5.0
13375;892;Bola5;6.0
13376;892;Bola6;10.0
13377;892;Bola7;13.0
13378;892;Bola8;14.0
13379;892;Bola9;16.0
13380;893;Bola1;1.0
13381;893;Bola10;15.0
13382;893;Bola11;16.0
13383;893;Bola12;20.0
13384;893;Bola13;22.0
13385;893;Bola14;23.0
13386;893;Bola15;24.0
13387;893;Bola2;2.0
13388;893;Bola3;3.0
13389;893;Bola4;4.0
13390;893;Bola5;5.0
13391;893;Bola6;6.0
13392;893;Bola7;8.0
13393;893;Bola8;9.0
13394;893;Bola9;11.0
13395;894;Bola1;1.0
13396;894;Bola10;18.0
13397;894;Bola11;19.0
13398;894;Bola12;21.0
13399;894;Bola13;22.0
13400;894;Bola14;24.0
13401;894;Bola15;25.0
13402;894;Bola2;2.0
13403;894;Bola3;5.0
13404;894;Bola4;6.0
13405;894;Bola5;9.0
13406;894;Bola6;12.0
13407;894;Bola7;13.0
13408;894;Bola8;14.0
13409;894;Bola9;15.0
13410;895;Bola1;2.0
13411;895;Bola10;16.0
13412;895;Bola11;17.0
13413;895;Bola12;18.0
13414;895;Bola13;19.0
13415;895;Bola14;21.0
13416;895;Bola15;25.0
13417;895;Bola2;3.0
13418;895;Bola3;4.0
13419;895;Bola4;5.0
13420;895;Bola5;6.0
13421;895;Bola6;8.0
13422;895;Bola7;11.0
13423;895;Bola8;12.0
13424;895;Bola9;13.0
13425;896;Bola1;1.0
13426;896;Bola10;15.0
13427;896;Bola11;17.0
13428;896;Bola12;18.0
13429;896;Bola13;19.0
13430;896;Bola14;20.0
13431;896;Bola15;23.0
13432;896;Bola2;2.0
13433;896;Bola3;3.0
13434;896;Bola4;4.0
13435;896;Bola5;6.0
13436;896;Bola6;7.0
13437;896;Bola7;8.0
13438;896;Bola8;12.0
13439;896;Bola9;13.0
13440;897;Bola1;1.0
13441;897;Bola10;14.0
13442;897;Bola11;16.0
13443;897;Bola12;17.0
13444;897;Bola13;18.0
13445;897;Bola14;21.0
13446;897;Bola15;23.0
13447;897;Bola2;2.0
13448;897;Bola3;5.0
13449;897;Bola4;7.0
13450;897;Bola5;8.0
13451;897;Bola6;9.0
13452;897;Bola7;10.0
13453;897;Bola8;11.0
13454;897;Bola9;13.0
13455;898;Bola1;1.0
13456;898;Bola10;14.0
13457;898;Bola11;18.0
13458;898;Bola12;20.0
13459;898;Bola13;21.0
13460;898;Bola14;24.0
13461;898;Bola15;25.0
13462;898;Bola2;4.0
13463;898;Bola3;6.0
13464;898;Bola4;8.0
13465;898;Bola5;9.0
13466;898;Bola6;10.0
13467;898;Bola7;11.0
13468;898;Bola8;12.0
13469;898;Bola9;13.0
13470;899;Bola1;1.0
13471;899;Bola10;17.0
13472;899;Bola11;18.0
13473;899;Bola12;20.0
13474;899;Bola13;21.0
13475;899;Bola14;23.0
13476;899;Bola15;25.0
13477;899;Bola2;4.0
13478;899;Bola3;7.0
13479;899;Bola4;9.0
13480;899;Bola5;10.0
13481;899;Bola6;12.0
13482;899;Bola7;14.0
13483;899;Bola8;15.0
13484;899;Bola9;16.0
13485;900;Bola1;1.0
13486;900;Bola10;15.0
13487;900;Bola11;18.0
13488;900;Bola12;20.0
13489;900;Bola13;22.0
13490;900;Bola14;24.0
13491;900;Bola15;25.0
13492;900;Bola2;2.0
13493;900;Bola3;6.0
13494;900;Bola4;7.0
